Estación_Invierno,Estación_Otoño,Estación_Primavera,Estación_Verano,Madrid_weather_id_Atmosphere,Madrid_weather_id_Clear,Madrid_weather_id_Drizzle,Madrid_weather_id_Other,Madrid_weather_id_Rain,Madrid_weather_id_Thunderstorm,Barcelona_weather_id_Atmosphere,Barcelona_weather_id_Clear,Barcelona_weather_id_Drizzle,Barcelona_weather_id_Other,Barcelona_weather_id_Rain,Barcelona_weather_id_Thunderstorm,Seville_weather_id_Atmosphere,Seville_weather_id_Clear,Seville_weather_id_Clouds,Seville_weather_id_Drizzle,Seville_weather_id_Other,Seville_weather_id_Rain,Seville_weather_id_Thunderstorm,Bilbao_weather_id_Atmosphere,Bilbao_weather_id_Clear,Bilbao_weather_id_Clouds,Bilbao_weather_id_Drizzle,Bilbao_weather_id_Other,Bilbao_weather_id_Rain,Bilbao_weather_id_Thunderstorm,Madrid_wind_speed,Bilbao_rain_1h,Seville_pressure,Valencia_wind_deg,Valencia_wind_speed,Seville_humidity,Bilbao_clouds_all,Bilbao_wind_speed,Seville_clouds_all,Bilbao_wind_deg,Barcelona_wind_speed,Barcelona_wind_deg,Seville_wind_speed,Barcelona_rain_1h,Seville_rain_1h,Bilbao_snow_3h,Barcelona_pressure,Seville_rain_3h,Madrid_rain_1h,Barcelona_rain_3h,Valencia_snow_3h,Bilbao_pressure,Valencia_pressure,Seville_temp_max,Valencia_humidity,load_shortfall_3h
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1025.0,9.0,1.6666666666999999,83.0,21.3333333333,1.0,0.0,237.3333333333,1.3333333333,299.0,3.0,0.0,0.0,0.0,1039.0,0.0,0.0,0.0,0.0,1038.0,1007.0,280.4183333333,64.0,-2893.0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1025.0,9.0,1.0,77.3333333333,21.0,1.0,0.0,257.0,2.0,270.3333333333,3.0,0.0,0.0,0.0,1037.0,0.0,0.0,0.0,0.0,1038.0,1021.6666666667,286.0148958333,44.3333333333,539.3333333332997
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1025.0,6.999999999999999,1.0,74.3333333333,20.0,0.6666666667,0.0,260.6666666667,2.0,261.3333333333,3.6666666667,0.0,0.0,0.0,1036.0,0.0,0.0,0.0,0.0,1038.0,1018.9333333333199,285.7070520833,46.333333333300004,64.99999999999967
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1025.0,6.999999999999999,1.0,80.6666666667,14.333333333299999,1.0,0.0,232.66666666669997,2.0,265.6666666667,3.0,0.0,0.0,0.0,1037.0,0.0,0.0,0.0,0.0,1038.0,1021.3333333333,282.6940520833,71.6666666667,-1316.9999999999995
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,1025.0,8.0,1.0,89.0,5.3333333333,1.0,0.0,200.0,2.0,285.0,3.0,0.0,0.0,0.0,1038.0,0.0,0.0,0.0,0.0,1037.6666666667,1007.0,279.087,78.6666666667,5849.3333333332985
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,1025.0,9.0,1.0,88.0,2.0,1.0,0.0,199.0,2.6666666667,318.6666666667,3.0,0.0,0.0,0.0,1036.6666666667,0.0,0.0,0.0,0.0,1037.0,1006.6666666667,277.6253333333,78.6666666667,7125.3333333333
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,1025.0,8.0,1.3333333333,85.0,6.666666666700001,1.0,0.0,197.0,3.0,322.0,2.0,0.0,0.0,0.0,1037.0,0.0,0.0,0.0,0.0,1035.6666666667,1005.6666666667,276.217,80.0,622.9999999999999
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1025.0,8.0,2.0,84.0,10.6666666667,1.0,0.0,209.33333333330003,3.0,305.0,2.0,0.0,0.0,0.0,1036.0,0.0,0.0,0.0,0.0,1035.3333333333,1005.3333333333,275.319,79.33333333330002,-2679.3333333333
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.3333333333,0.0,1025.0,8.0,2.0,87.3333333333,8.6666666667,1.0,0.0,222.0,2.6666666667,314.6666666667,2.0,0.0,0.0,0.0,1036.0,0.0,0.0,0.0,0.0,1036.0,1005.6666666667,279.9323333333,69.00000000000001,-1478.0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2.0,0.0,1025.0,9.0,2.0,88.0,3.3333333333,1.0,0.0,228.3333333333,2.0,306.0,2.0,0.0,0.0,0.0,1036.0,0.0,0.0,0.0,0.0,1036.0,1005.0,285.243,51.00000000000001,2212.6666666666997
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,1025.0,8.0,2.0,75.3333333333,0.0,1.0,0.0,239.3333333333,1.3333333333,264.0,2.6666666667,0.0,0.0,0.0,1032.6666666667,0.0,0.0,0.0,0.0,1036.0,1015.0,287.3056875,53.0,145.00000000000017
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,1025.0,8.0,2.0,84.0,0.0,0.0,0.0,269.3333333333,1.3333333333,217.6666666667,1.6666666667,0.0,0.0,0.0,1033.0,0.0,0.0,0.0,0.0,1036.3333333333,1012.6666666667,282.28421875,70.33333333330002,-2013.0000000000005
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.6666666667,0.0,1025.0,9.0,2.0,84.6666666667,0.0,0.3333333333,0.0,268.0,2.0,44.0,1.0,0.0,0.0,0.0,1027.6666666667,0.0,0.0,0.0,0.0,1037.0,1003.0000000000001,277.774,78.6666666667,2435.6666666667
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.3333333333,0.0,1025.0,9.0,2.0,79.3333333333,5.3333333333,0.6666666667,0.0,243.6666666667,1.3333333333,29.666666666700003,1.6666666667,0.0,0.0,0.0,1027.3333333333,0.0,0.0,0.0,0.0,1037.0,1002.6666666667,276.3763333333,77.6666666667,2806.3333333333
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1025.0,9.0,2.0,81.0,31.0,1.0,0.0,229.6666666667,1.3333333333,7.333333333300001,3.3333333333,0.0,0.0,0.0,1027.3333333333,0.0,0.0,0.0,0.0,1036.0,1002.0,277.3466666667,76.33333333330002,2710.0000000000005
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.2,1025.0,9.0,1.6666666666999999,86.0,66.6666666667,1.0,0.0,225.0,1.3333333333,217.3333333333,3.6666666667,0.0,0.0,0.0,1027.0,0.0,0.0,0.0,0.0,1036.0,1002.3333333333,278.1563333333,74.6666666667,1281.3333333333003
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.3,1025.0,9.0,1.0,84.0,88.6666666667,1.0,0.0,207.6666666667,1.0,187.3333333333,3.0,0.0,0.0,0.0,1027.6666666667,0.0,0.0,0.0,0.0,1036.0,1003.0000000000001,278.761,74.0,5199.999999999999
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.3,1025.0,8.0,1.0,80.3333333333,90.6666666667,1.0,0.0,200.0,1.6666666667,169.0,1.6666666667,0.0,0.0,0.0,1027.6666666667,0.0,0.0,0.0,0.0,1035.3333333333,1002.0,287.362,56.333333333300004,5179.333333333302
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.3,1025.0,6.000000000000001,1.0,74.0,76.6666666667,1.0,0.0,197.0,0.3333333333,142.3333333333,1.0,0.0,0.0,0.0,1026.0,0.0,0.0,0.0,0.0,1034.6666666667,1001.0,288.4283333333,61.3333333333,4187.333333333299
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.3,1025.0,4.0,1.3333333333,81.3333333333,50.3333333333,0.3333333333,0.0,184.3333333333,1.0,168.3333333333,1.0,0.0,0.0,0.0,1027.3333333333,0.0,0.0,0.0,0.0,1034.0,1002.3333333333,280.6695,89.3333333333,2845.3333333333
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.3,1025.0,6.000000000000001,1.0,78.3333333333,28.000000000000004,0.0,0.0,166.6666666667,1.6666666667,316.0,1.0,0.0,0.0,0.0,1028.6666666667,0.0,0.0,0.0,0.0,1033.3333333333,1013.0000000000001,277.5303333333,89.6666666667,2350.0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1.0,0.1,1025.0,10.000000000000002,1.3333333333,80.6666666667,15.3333333333,0.0,14.666666666699998,159.6666666667,1.6666666667,311.6666666667,1.0,0.0,0.0,0.0,1028.0,0.0,0.0,0.0,0.0,1032.3333333333,1003.0000000000001,275.9313333333,85.33333333330002,4540.000000000001
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1025.0,10.000000000000002,1.6666666666999999,81.0,10.6666666667,0.0,60.0,165.6666666667,1.0,337.0,1.0,0.0,0.0,0.0,1026.3333333333,0.0,0.0,0.0,0.0,1030.6666666667,1002.6666666667,276.8316666667,84.00000000000001,6379.666666666701
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1025.0,10.000000000000002,1.0,87.0,18.6666666667,0.0,92.0,170.3333333333,1.0,337.0,1.0,0.0,0.0,0.0,1026.6666666667,0.0,0.0,0.0,0.0,1029.3333333333,1002.0,279.439,83.6666666667,7973.666666666701
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1025.0,9.0,1.0,91.99999999999999,23.3333333333,0.6666666667,92.0,174.3333333333,1.6666666667,317.6666666667,1.0,0.0,0.0,0.0,1027.0,0.0,0.0,0.0,0.0,1028.3333333333,1001.3333333333001,281.711,78.33333333330002,1129.3333333333005
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.6666666666999999,0.0,1025.0,6.999999999999999,1.0,91.3333333333,13.3333333333,1.0,76.0,181.0,2.0,204.3333333333,2.0,0.0,0.1,0.0,1025.3333333333,0.0,0.0,0.0,0.0,1027.3333333333,1000.0000000000001,284.5,66.33333333330002,3238.3333333332985
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,1025.0,6.000000000000001,0.3333333333,94.0,3.3333333333,0.3333333333,92.0,188.66666666669997,3.6666666667,167.6666666667,1.0,0.0,0.0,0.0,1023.3333333333001,0.0,0.0,0.0,0.0,1026.0,997.6666666666999,283.031,89.99999999999999,5385.0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1025.0,9.0,1.0,95.33333333329999,7.333333333300001,0.3333333333,68.0,196.66666666669997,2.6666666667,190.0,1.6666666667,0.0,0.0,0.0,1021.6666666667,0.0,0.0,0.0,0.0,1026.0,995.6666666667,281.7463333333,86.0,10156.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1025.0,9.0,1.0,96.3333333333,17.6666666667,0.6666666667,42.6666666667,198.3333333333,1.0,127.0,2.6666666667,0.0,0.0,0.0,1021.0,0.0,0.0,0.0,0.0,1026.6666666667,995.0,280.178,86.0,9528.666666666702
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.6666666667,0.0,1025.0,9.0,1.0,96.6666666667,40.6666666667,1.0,85.3333333333,203.00000000000003,1.0,119.66666666670001,2.0,0.0,0.0,0.0,1021.0,0.0,0.0,0.0,0.0,1027.0,995.0,279.7816666667,87.3333333333,8737.999999999998
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1025.0,9.0,1.0,96.0,57.99999999999999,1.0,80.0,207.3333333333,1.6666666667,169.0,2.0,0.0,0.0,0.0,1022.0,0.0,0.0,0.0,0.0,1027.3333333333,995.0,280.545,82.66666666670001,14337.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1025.0,6.999999999999999,0.6666666667,91.0,51.333333333300004,1.0,28.000000000000004,179.0,1.0,157.0,2.0,0.0,0.0,0.0,1021.0,0.0,0.0,0.0,0.0,1027.3333333333,994.3333333332998,283.5875,66.00000000000001,15028.3333333333
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1025.0,4.0,0.3333333333,90.0,37.6666666667,0.3333333333,58.0,119.0,0.6666666667,111.3333333333,1.3333333333,0.0,0.0,0.0,1021.0,0.0,0.0,0.0,0.0,1027.3333333333,994.6666666666999,282.716,79.0,14496.000000000002
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1025.0,3.0,1.0,90.3333333333,44.3333333333,0.0,64.0,102.0,1.0,326.0,1.3333333333,0.0,0.0,0.0,1022.6666666667,0.0,0.0,0.0,0.0,1028.0,995.6666666667,279.5155,95.0,13313.6666666667
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1025.0,6.999999999999999,1.0,89.3333333333,41.3333333333,0.6666666667,78.6666666667,140.0,1.0,232.0,1.6666666667,0.0,0.0,0.0,1023.3333333333001,0.0,0.0,0.0,0.0,1029.0,1001.6666666667002,277.644,95.6666666667,14642.333333333298
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1025.0,10.000000000000002,1.0,90.0,24.3333333333,1.0,54.6666666667,181.3333333333,1.0,284.3333333333,1.3333333333,0.0,0.0,0.0,1025.0,0.0,0.0,0.0,0.0,1029.0,997.3333333332998,276.611,97.0,14897.333333333296
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1025.0,10.000000000000002,1.3333333333,86.0,17.3333333333,1.0,18.6666666667,202.6666666667,1.3333333333,322.0,2.0,0.0,0.0,0.0,1025.0,0.0,0.0,0.0,0.0,1030.0,998.0,276.1046666667,98.0,12249.3333333333
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1025.0,10.000000000000002,1.6666666666999999,86.6666666667,17.3333333333,1.0,35.3333333333,210.6666666667,1.3333333333,338.6666666667,2.3333333333,0.1,0.0,0.0,1025.6666666667,0.0,0.0,0.0,0.0,1030.6666666667,1008.3333333333,275.9484375,94.0,10998.0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1025.0,10.000000000000002,1.3333333333,89.6666666667,6.666666666700001,1.0,32.3333333333,203.6666666667,2.0,340.3333333333,2.6666666667,0.2,0.0,0.0,1027.3333333333,0.0,0.0,0.0,0.0,1031.0,1018.6666666667,279.6951041667,82.66666666670001,13965.666666666699
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,1025.0,8.0,1.0,82.0,0.0,1.0,0.0,208.3333333333,1.0,255.33333333329998,2.3333333333,0.2,0.0,0.0,1028.3333333333,0.0,0.0,0.0,0.0,1031.0,1012.3333333333,284.2353958333,74.6666666667,16370.666666666697
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,1023.0,6.000000000000001,1.0,75.3333333333,0.0,1.0,0.0,210.3333333333,0.6666666667,222.66666666670002,3.0,0.3,0.0,0.0,1030.0,0.0,0.0,0.0,0.0,1030.3333333333,1015.7333333333398,283.8979479167,79.0,14613.666666666699
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,1025.0,6.999999999999999,1.3333333333,88.3333333333,0.0,1.0,0.0,193.6666666667,1.0,326.0,3.0,0.0,0.0,0.0,1028.3333333333,0.0,0.0,0.0,0.0,1032.0,1004.2,277.814,94.33333333329999,15614.000000000004
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,1025.0,10.000000000000002,1.3333333333,87.3333333333,3.3333333333,1.0,0.0,197.0,2.0,320.0,3.0,0.0,0.0,0.0,1029.3333333333,0.0,0.0,0.0,0.0,1032.0,1004.2666666666801,276.905,94.33333333329999,15496.666666666699
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,1025.0,10.000000000000002,1.0,87.0,5.3333333333,1.0,0.0,191.66666666670002,2.3333333333,321.6666666667,3.0,0.0,0.0,0.0,1030.0,0.0,0.0,0.0,0.0,1033.0,1005.7333333333403,276.651,95.3333333333,9562.0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,1025.0,9.0,1.0,88.0,3.3333333333,1.0,0.0,195.6666666667,1.0,322.3333333333,3.0,0.0,0.0,0.0,1030.6666666667,0.0,0.0,0.0,0.0,1034.0,1004.2,276.524,95.0,7215.6666666667
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1025.0,10.000000000000002,2.0,93.0,18.6666666667,1.0,0.0,206.3333333333,2.0,312.0,3.0,0.0,0.0,0.0,1032.0,0.0,0.0,0.0,0.0,1036.0,1004.2666666666801,278.274,81.6666666667,7389.333333333301
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1025.0,6.999999999999999,1.0,85.6666666667,49.0,1.0,0.0,208.3333333333,1.3333333333,247.0,3.6666666667,0.0,0.0,0.0,1031.3333333333,0.0,0.0,0.0,0.0,1037.3333333333,995.9333333333199,285.8116666667,57.000000000000014,10836.3333333333
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1025.0,6.000000000000001,2.0,77.6666666667,68.0,1.0,0.0,204.0,1.3333333333,199.66666666670002,4.6666666667,0.0,0.0,0.0,1033.6666666667,0.0,0.0,0.0,0.0,1038.6666666667,1005.2,286.8486354167,56.66666666670002,11568.6666666667
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1025.0,6.999999999999999,2.6666666667,84.0,71.3333333333,1.0,0.0,202.6666666667,0.6666666667,203.3333333333,4.0,0.0,0.0,0.0,1035.3333333333,0.0,0.0,0.0,0.0,1040.0,1007.5333333333199,283.93278125,81.3333333333,11475.3333333333
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1025.0,6.999999999999999,3.3333333333,90.6666666667,56.6666666667,1.0,0.0,198.00000000000003,0.6666666667,219.3333333333,3.6666666667,0.0,0.0,0.0,1035.6666666667,0.0,0.0,0.0,0.0,1041.3333333333,1007.5333333333199,280.4706666667,77.0,11432.6666666667
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1025.0,10.000000000000002,1.0,88.6666666667,35.6666666667,0.6666666667,0.0,189.3333333333,1.6666666667,301.6666666667,3.0,0.0,0.0,0.0,1035.6666666667,0.0,0.0,0.0,0.0,1041.6666666667,1007.3999999999999,278.6786666667,80.6666666667,11674.0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1025.0,10.000000000000002,1.0,87.3333333333,33.3333333333,0.6666666667,0.0,183.33333333329998,1.0,253.6666666667,3.0,0.0,0.0,0.0,1035.6666666667,0.0,0.0,0.0,0.0,1041.0,1005.2666666666598,278.1095,74.0,12438.3333333333
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1025.0,10.000000000000002,1.0,89.0,34.6666666667,1.0,0.0,188.66666666669997,1.0,22.0,3.0,0.0,0.0,0.0,1035.0,0.0,0.0,0.0,0.0,1041.0,999.26666666668,277.612,77.3333333333,10727.3333333333
